iter	Passed	Remaining
139	7674	47145
140	7719	47031
141	7766	46924
142	7814	46834
143	7858	46714
144	7902	46599
145	7960	46560
146	8027	46583
147	8082	46531
148	8144	46515
149	8202	46481
150	8255	46417
151	8306	46339
152	8373	46356
153	8430	46311
154	8489	46282
155	8542	46219
156	8593	46142
157	8645	46070
158	8698	46006
159	8804	46221
160	8856	46154
161	8915	46118
162	8969	46055
163	9023	45999
164	9079	45945
165	9130	45874
166	9181	45797
167	9235	45735
168	9289	45679
169	9344	45622
170	9397	45558
171	9451	45497
172	9521	45517
173	9569	45425
174	9637	45432
175	9690	45366
176	9754	45354
177	9819	45344
178	9881	45321
179	9937	45272
180	9995	45226
181	10050	45173
182	10107	45126
183	10167	45089
184	10228	45062
185	10295	45055
186	10352	45010
187	10408	44957
188	10462	44895
189	10516	44834
190	10573	44784
191	10619	44691
192	10678	44648
193	10729	44575
194	10782	44511
195	10846	44490
196	10898	44422
197	10953	44367
198	11009	44314
199	11038	44153
200	11064	43984
201	11112	43901
202	11162	43824
203	11222	43790
204	11275	43726
205	11329	43666
206	11376	43583
207	11426	43510
208	11479	43446
209	11528	43367
210	11568	43256
211	11615	43174
212	11655	43065
213	11705	42994
214	11755	42921
215	11802	42839
216	11847	42747
217	11890	42653
218	11934	42561
219	11980	42476
220	12024	42386
221	12065	42283
222	12097	42153
223	12146	42079
224	12196	42009
225	12250	41954
226	12301	41889
227	12363	41861
228	12415	41802
229	12476	41768
230	12527	41703
231	12577	41635
232	12634	41591
233	12690	41542
234	12734	41455
235	12777	41364
236	12836	41326
237	12881	41242
238	12931	41175
239	12989	41133
240	13044	41082
241	13090	41002
242	13142	40942
243	13197	40891
244	13256	40852
245	13312	40802
246	13366	40749
247	13416	40682
248	13474	40638
249	13529	40588
250	13579	40521
251	13621	40433
252	13671	40367
253	13728	40321
254	13780	40261
255	13829	40192
256	13877	40121
257	13923	40043
258	13969	39965
259	14015	39890
260	14068	39834
261	14123	39781
262	14184	39750
263	14236	39688
264	14295	39649
265	14337	39562
266	14381	39481
267	14422	39393
268	14466	39310
269	14510	39232
270	14553	39149
271	14598	39072
272	14649	39011
273	14693	38931
274	14743	38868
275	14788	38791
276	14830	38708
277	14873	38627
278	14914	38543
279	14960	38468
280	15005	38394
281	15049	38316
282	15094	38242
283	15141	38172
284	15193	38116
285	15244	38056
286	15288	37980
287	15329	37896
288	15370	37815
289	15412	37733
290	15454	37652
291	15499	37581
292	15542	37503
293	15584	37424
294	15625	37343
295	15666	37260
296	15726	37224
297	15765	37137
298	15804	37052
299	15846	36974
300	15897	36918
301	15939	36839
302	15982	36764
303	16030	36700
304	16075	36631
305	16123	36568
306	16165	36491
307	16211	36423
308	16252	36345
309	16294	36269
310	16335	36191
311	16377	36113
312	16418	36035
313	16463	35968
314	16509	35901
315	16552	35828
316	16592	35750
317	16634	35674
318	16679	35607
319	16723	35536
320	16765	35463
321	16807	35389
322	16872	35364
323	16921	35304
324	16960	35225
325	17007	35162
326	17055	35101
327	17099	35033
328	17148	34973
329	17193	34907
330	17242	34849
331	17292	34792
332	17337	34727
333	17384	34665
334	17429	34598
335	17478	34541
336	17522	34474
337	17565	34403
338	17612	34342
339	17654	34270
340	17696	34199
341	17738	34127
342	17780	34058
343	17823	33988
344	17866	33920
345	17910	33853
346	17953	33784
347	18005	33734
348	18048	33665
349	18094	33603
350	18134	33531
351	18182	33472
352	18228	33409
353	18271	33343
354	18315	33277
355	18356	33206
356	18396	33135
357	18441	33070
358	18484	33003
359	18527	32937
360	18568	32867
361	18610	32799
362	18657	32739
363	18694	32663
364	18736	32595
365	18779	32530
366	18827	32473
367	18888	32438
368	18938	32385
369	18982	32321
370	19028	32260
371	19075	32203
372	19127	32151
373	19173	32091
374	19225	32041
375	19264	31971
376	19324	31934
377	19372	31877
378	19422	31824
379	19466	31761
380	19508	31694
381	19560	31645
382	19602	31578
383	19651	31524
384	19706	31478
385	19757	31428
386	19799	31362
387	19844	31300
388	19890	31242
389	19938	31185
390	19977	31116
391	20016	31045
392	20055	30976
393	20094	30906
394	20135	30840
395	20178	30777
396	20219	30711
397	20263	30649
398	20304	30583
399	20348	30522
400	20388	30455
401	20432	30395
402	20479	30337
403	20523	30277
404	20562	30209
405	20605	30147
406	20645	30080
407	20685	30013
408	20736	29963
409	20784	29909
410	20857	29890
411	20906	29837
412	20943	29767
413	20983	29701
414	21027	29640
415	21067	29575
416	21111	29515
417	21152	29451
418	21196	29391
419	21238	29329
420	21277	29263
421	21318	29199
422	21362	29140
423	21404	29077
424	21448	29017
425	21491	28958
426	21533	28896
427	21574	28832
428	21618	28773
429	21659	28712
430	21705	28654
431	21751	28599
432	21790	28533
433	21831	28471
434	21873	28410
435	21916	28350
436	21955	28286
437	22000	28229
438	22046	28173
439	22089	28113
440	22132	28054
441	22178	27998
442	22219	27937
443	22261	27876
444	22300	27812
445	22348	27760
446	22398	27709
447	22443	27653
448	22488	27597
449	22530	27537
450	22577	27483
451	22621	27426
452	22661	27364
453	22703	27303
454	22744	27243
455	22790	27188
456	22833	27130
457	22874	27070
458	22916	27010
459	22957	26949
460	22997	26889
461	23043	26834
462	23089	26779
463	23130	26720
464	23177	26666
465	23221	26610
466	23263	26550
467	23304	26491
468	23344	26430
469	23386	26372
470	23426	26311
471	23495	26282
472	23544	26232
473	23585	26172
474	23625	26112
475	23667	26054
476	23708	25995
477	23750	25936
478	23794	25880
479	23836	25822
480	23880	25767
481	23942	25730
482	24000	25689
483	24062	25653
484	24171	25667
485	24255	25653
486	24314	25612
487	24368	25566
488	24420	25519
489	24473	25472
490	24522	25421
491	24574	25373
492	24627	25327
493	24679	25279
494	24730	25230
495	24785	25185
496	24838	25138
497	24886	25086
498	24936	25036
499	24987	24987
500	25036	24936
501	25088	24888
502	25136	24836
503	25184	24785
504	25240	24740
505	25307	24707
506	25365	24665
507	25413	24612
508	25461	24561
509	25506	24505
510	25551	24451
511	25596	24397
512	25643	24344
513	25687	24287
514	25726	24228
515	25774	24175
516	25817	24119
517	25862	24065
518	25910	24013
519	25955	23958
520	26004	23907
521	26053	23857
522	26095	23800
523	26140	23746
524	26180	23687
525	26225	23633
526	26266	23575
527	26311	23520
528	26356	23466
529	26399	23411
530	26449	23360
531	26496	23309
532	26542	23255
533	26588	23202
534	26635	23150
535	26683	23098
536	26729	23045
537	26778	22995
538	26822	22941
539	26866	22886
540	26915	22835
541	26965	22786
542	27009	22731
543	27050	22675
544	27097	22622
545	27144	22570
546	27192	22519
547	27235	22464
548	27282	22412
549	27330	22361
550	27381	22312
551	27429	22261
552	27477	22210
553	27526	22159
554	27574	22109
555	27621	22057
556	27669	22006
557	27716	21954
558	27760	21900
559	27806	21848
560	27855	21797
561	27901	21745
562	27946	21692
563	27995	21642
564	28043	21591
565	28092	21541
566	28139	21488
567	28183	21435
568	28231	21384
569	28279	21333
570	28323	21279
571	28368	21226
572	28415	21174
573	28464	21125
574	28511	21073
575	28558	21022
576	28606	20971
577	28653	20919
578	28695	20864
579	28739	20811
580	28785	20759
581	28835	20710
582	28884	20659
583	28931	20608
584	28979	20557
585	29026	20506
586	29074	20456
587	29121	20405
588	29168	20353
589	29214	20301
590	29258	20248
591	29304	20196
592	29352	20146
593	29400	20095
594	29448	20045
595	29495	19993
596	29537	19938
597	29579	19884
598	29624	19832
599	29674	19783
600	29722	19732
601	29765	19678
602	29803	19621
603	29850	19570
604	29893	19517
605	29937	19464
606	29984	19413
607	30032	19362
608	30079	19312
609	30122	19258
610	30171	19208
611	30218	19157
612	30264	19106
613	30313	19056
614	30362	19007
615	30408	18956
616	30455	18905
617	30496	18850
618	30539	18797
619	30586	18746
620	30633	18695
621	30682	18646
622	30730	18596
623	30779	18546
624	30829	18497
625	30872	18444
626	30920	18394
627	30964	18342
628	31009	18290
629	31058	18240
630	31105	18190
631	31153	18139
632	31199	18088
633	31243	18036
634	31285	17982
635	31331	17932
636	31377	17880
637	31424	17830
638	31470	17779
639	31519	17729
640	31565	17678
641	31613	17628
642	31661	17579
643	31708	17528
644	31754	17477
645	31802	17427
646	31849	17376
647	31899	17327
648	31946	17277
649	31994	17227
650	32041	17177
651	32091	17128
652	32139	17078
653	32187	17028
654	32237	16979
655	32289	16932
656	32429	16930
657	32476	16879
658	32522	16828
659	32569	16778
660	32621	16730
661	32668	16679
662	32714	16628
663	32764	16579
664	32808	16527
665	32856	16477
666	32901	16426
667	32946	16374
668	32990	16322
669	33037	16272
670	33143	16250
671	33203	16206
672	33259	16160
673	33311	16112
674	33361	16063
675	33414	16015
676	33467	15967
677	33518	15918
678	33571	15871
679	33624	15823
680	33676	15775
681	33726	15726
682	33781	15678
683	33828	15628
684	33880	15580
685	33930	15530
686	33981	15482
687	34030	15432
688	34080	15383
689	34130	15333
690	34178	15283
691	34226	15233
692	34277	15185
693	34324	15134
694	34374	15085
695	34426	15036
696	34475	14986
697	34520	14935
698	34568	14885
699	34622	14838
700	34674	14789
701	34724	14740
702	34775	14691
703	34823	14641
704	34872	14592
705	34925	14543
706	34980	14496
707	35026	14445
708	35074	14395
709	35121	14345
710	35169	14295
711	35219	14245
712	35264	14194
713	35307	14142
714	35351	14090
715	35395	14039
716	35437	13987
717	35479	13934
718	35527	13884
719	35569	13832
720	35618	13782
721	35667	13733
722	35716	13683
723	35761	13632
724	35810	13583
725	35859	13533
726	35910	13484
727	35955	13434
728	36004	13384
729	36051	13333
730	36098	13283
731	36148	13234
732	36196	13184
733	36245	13135
734	36293	13085
735	36343	13036
736	36391	12986
737	36438	12936
738	36487	12886
739	36536	12837
740	36586	12788
741	36633	12737
742	36681	12687
743	36728	12637
744	36776	12587
745	36823	12537
746	36871	12487
747	36918	12437
748	36966	12388
749	37014	12338
750	37061	12287
751	37105	12237
752	37153	12187
753	37202	12137
754	37250	12087
755	37297	12037
756	37347	11988
757	37398	11939
758	37446	11890
759	37495	11840
760	37542	11790
761	37588	11740
762	37636	11690
763	37685	11640
764	37734	11591
765	37781	11541
766	37826	11490
767	37873	11441
768	37922	11391
769	37970	11341
770	38012	11290
771	38058	11240
772	38110	11191
773	38161	11142
774	38209	11093
775	38261	11044
776	38313	10996
777	38365	10947
778	38417	10898
779	38466	10849
780	38518	10801
781	38567	10751
782	38617	10702
783	38667	10653
784	38717	10604
785	38767	10555
786	38814	10505
787	38862	10455
788	38903	10403
789	38948	10353
790	38990	10302
791	39042	10253
792	39090	10203
793	39137	10154
794	39187	10105
795	39238	10056
796	39289	10007
797	39339	9958
798	39388	9908
799	39436	9859
800	39486	9810
801	39537	9761
802	39584	9711
803	39633	9661
804	39679	9611
805	39724	9561
806	39772	9511
807	39821	9462
808	39868	9412
809	39913	9362
810	39953	9310
811	39998	9260
812	40045	9210
813	40095	9161
814	40145	9112
815	40190	9062
816	40233	9011
817	40278	8961
818	40325	8911
819	40373	8862
820	40417	8812
821	40465	8762
822	40510	8712
823	40558	8662
824	40601	8612
825	40651	8563
826	40698	8513
827	40744	8463
828	40791	8414
829	40837	8364
830	40885	8314
831	40934	8265
832	40984	8216
833	41030	8166
834	41077	8117
835	41126	8067
836	41174	8018
837	41221	7968
838	41269	7919
839	41318	7870
840	41367	7820
841	41412	7771
842	41462	7721
843	41510	7672
844	41563	7624
845	41612	7574
846	41661	7525
847	41707	7475
848	41753	7426
849	41799	7376
850	41845	7326
851	41894	7277
852	41943	7228
853	41990	7178
854	42037	7129
855	42084	7079
856	42132	7030
857	42181	6981
858	42229	6931
859	42278	6882
860	42326	6833
861	42381	6785
862	42432	6736
863	42474	6685
864	42519	6635
865	42564	6586
866	42613	6537
867	42658	6487
868	42705	6437
869	42752	6388
870	42801	6339
871	42846	6289
872	42887	6239
873	42934	6189
874	42983	6140
875	43031	6091
876	43079	6041
877	43127	5992
878	43170	5942
879	43219	5893
880	43268	5844
881	43313	5794
882	43362	5745
883	43411	5696
884	43459	5647
885	43508	5598
886	43560	5549
887	43610	5500
888	43658	5451
889	43706	5401
890	43753	5352
891	43802	5303
892	43850	5254
893	43895	5204
894	43945	5155
895	43994	5106
896	44045	5057
897	44094	5008
898	44142	4959
899	44189	4909
900	44232	4860
901	44274	4810
902	44322	4761
903	44369	4711
904	44419	4662
905	44468	4613
906	44514	4564
907	44564	4515
908	44614	4466
909	44661	4417
910	44710	4367
911	44758	4318
912	44800	4269
913	44849	4219
914	44896	4170
915	44943	4121
916	44993	4072
917	45041	4023
918	45089	3974
919	45139	3925
920	45186	3875
921	45235	3826
922	45284	3777
923	45335	3728
924	45381	3679
925	45426	3630
926	45474	3581
927	45523	3531
928	45583	3483
929	45635	3434
930	45684	3385
931	45729	3336
932	45780	3287
933	45827	3238
934	45882	3189
935	45941	3141
936	45988	3092
937	46035	3042
938	46084	2993
939	46130	2944
940	46173	2895
941	46221	2845
942	46274	2797
943	46325	2748
944	46376	2699
945	46425	2650
946	46475	2601
947	46524	2551
948	46574	2502
949	46624	2453
950	46679	2405
951	46724	2355
952	46771	2306
953	46821	2257
954	46873	2208
955	46933	2160
956	46983	2111
957	47031	2061
958	47075	2012
959	47120	1963
960	47165	1914
961	47214	1865
962	47263	1815
963	47310	1766
964	47354	1717
965	47400	1668
966	47443	1619
967	47496	1570
968	47545	1521
969	47591	1471
970	47639	1422
971	47683	1373
972	47729	1324
973	47776	1275
974	47822	1226
975	47864	1177
976	47906	1127
977	47949	1078
978	48003	1029
979	48058	980
980	48111	931
981	48162	882
982	48212	833
983	48260	784
984	48309	735
985	48357	686
986	48403	637
987	48454	588
988	48504	539
989	48552	490
990	48624	441
991	48683	392
992	48734	343
993	48787	294
994	48842	245
995	48896	196
996	48950	147
997	49003	98
998	49060	49
999	49117	0
