iter	Logloss
151	0.4527669233
152	0.4527401599
153	0.4527140368
154	0.4526858354
155	0.4526646422
156	0.4526474616
157	0.452625909
158	0.4525863042
159	0.4525616491
160	0.4525375198
161	0.4525044764
162	0.4524901012
163	0.4524669379
164	0.4524239256
165	0.452408983
166	0.4523946445
167	0.4523777784
168	0.4523498957
169	0.4523236825
170	0.4523009731
171	0.452271316
172	0.4522403771
173	0.4522135452
174	0.452190188
175	0.4521718676
176	0.4521322702
177	0.4521043528
178	0.4520804614
179	0.4520439876
180	0.4520189461
181	0.4520055267
182	0.4519887795
183	0.4519671316
184	0.4519465501
185	0.4519237959
186	0.4519117208
187	0.4518894418
188	0.4518547131
189	0.4518328461
190	0.4518138488
191	0.4518079953
192	0.4517859599
193	0.4517660468
194	0.451747608
195	0.4517260024
196	0.4517074625
197	0.4516859394
198	0.4516642957
199	0.4516617274
200	0.451661691
201	0.4516427153
202	0.4516122087
203	0.4515711716
204	0.4515546212
205	0.451538894
206	0.4515183484
207	0.4514921833
208	0.4514682642
209	0.4514386467
210	0.4514343508
211	0.4514152623
212	0.4514048119
213	0.4513763439
214	0.4513526592
215	0.4513462082
216	0.4513118698
217	0.4512954663
218	0.4512580161
219	0.4512443563
220	0.4511959382
221	0.451163274
222	0.4511593128
223	0.4511329876
224	0.4511160482
225	0.4511005645
226	0.4510899309
227	0.4510485155
228	0.4510068496
229	0.4509719255
230	0.45093751
231	0.4509123045
232	0.4508741337
233	0.4508433414
234	0.450819085
235	0.4508159082
236	0.450791299
237	0.4507616805
238	0.4507457226
239	0.4507235172
240	0.4506836017
241	0.4506490197
242	0.4506277409
243	0.4506007599
244	0.4505794459
245	0.4505308572
246	0.4504898714
247	0.4504674756
248	0.4504443711
249	0.4504248258
250	0.4503874497
251	0.4503560673
252	0.4503273278
253	0.4503020203
254	0.4502830313
255	0.4502717182
256	0.4502408236
257	0.4502196415
258	0.4501950478
259	0.4501722611
260	0.4501526713
261	0.4501091306
262	0.4500835877
263	0.4500655619
264	0.450037202
265	0.4500213018
266	0.4499939766
267	0.4499758984
268	0.4499433727
269	0.4499200739
270	0.4498969246
271	0.4498701719
272	0.449836297
273	0.4498095519
274	0.449782091
275	0.4497621628
276	0.4497411476
277	0.4497157051
278	0.4496939942
279	0.4496605443
280	0.4496254073
281	0.44960625
282	0.4495801191
283	0.4495595563
284	0.4495361049
285	0.4495180288
286	0.4494981829
287	0.4494758953
288	0.4494591045
289	0.4494301204
290	0.4494043416
291	0.4493734283
292	0.4493455774
293	0.449319093
294	0.4492917674
295	0.4492728841
296	0.4492458674
297	0.4492240348
298	0.4492017392
299	0.4491715116
300	0.4491353975
301	0.4491138184
302	0.4490817362
303	0.4490505287
304	0.4490232275
305	0.449003366
306	0.4489829
307	0.4489413503
308	0.4489157511
309	0.4488879454
310	0.4488719223
311	0.4488490836
312	0.4488249602
313	0.4488098085
314	0.4487876154
315	0.4487607981
316	0.4487431263
317	0.4487225462
318	0.4486909757
319	0.4486619184
320	0.44863885
321	0.4486249283
322	0.4486012327
323	0.4485673931
324	0.4485476025
325	0.4485193228
326	0.4485018054
327	0.4484773615
328	0.4484449678
329	0.4484175264
330	0.4483891865
331	0.4483535369
332	0.4483336824
333	0.4482984416
334	0.4482810455
335	0.4482493148
336	0.4482288691
337	0.4482071738
338	0.448182738
339	0.4481559731
340	0.4481290261
341	0.4480993859
342	0.4480730602
343	0.4480475055
344	0.4480219172
345	0.4479917008
346	0.4479638802
347	0.4479278083
348	0.4479111694
349	0.4478858962
350	0.4478612342
351	0.4478381871
352	0.4478174714
353	0.4477914861
354	0.447749808
355	0.4477310481
356	0.4477087984
357	0.4476865966
358	0.4476654903
359	0.4476303817
360	0.4476122435
361	0.4475741493
362	0.4475432528
363	0.4475315321
364	0.447486215
365	0.447444693
366	0.4474124529
367	0.4473742977
368	0.4473508948
369	0.4473259138
370	0.4472842739
371	0.447262668
372	0.4472339549
373	0.4472068867
374	0.44717087
375	0.4471517739
376	0.4471151706
377	0.4470940555
378	0.4470661393
379	0.4470335697
380	0.447009545
381	0.446992726
382	0.4469569916
383	0.4469340753
384	0.4468978607
385	0.4468651087
386	0.4468366738
387	0.4468119563
388	0.4467792261
389	0.4467490355
390	0.4467342819
391	0.4467180742
392	0.446697285
393	0.4466757154
394	0.4466459255
395	0.4466097692
396	0.4465851997
397	0.4465555599
398	0.4465383147
399	0.4464953168
400	0.4464673563
401	0.4464275955
402	0.4464026284
403	0.4463732958
404	0.4463552674
405	0.4463265169
406	0.446309273
407	0.4462841431
408	0.4462528011
409	0.4462206409
410	0.4461923716
411	0.4461597203
412	0.4461421218
413	0.4461146098
414	0.4460999574
415	0.4460757527
416	0.4460566437
417	0.4460352509
418	0.4460053963
419	0.4459707038
420	0.4459476423
421	0.4459289811
422	0.4459065164
423	0.4458780396
424	0.4458484586
425	0.4458297305
426	0.445806444
427	0.4457863669
428	0.4457510134
429	0.4457229579
430	0.4457047377
431	0.4456695193
432	0.4456535714
433	0.4456243038
434	0.4456063004
435	0.4455784737
436	0.4455563585
437	0.4455299512
438	0.4454936048
439	0.4454736868
440	0.445450402
441	0.4454245234
442	0.4454043519
443	0.4453833366
444	0.4453584441
445	0.4453347326
446	0.4452951377
447	0.4452747308
448	0.445243726
449	0.4452284207
450	0.4452081381
451	0.4451876969
452	0.4451641654
453	0.4451459136
454	0.445124794
455	0.4451003228
456	0.4450789389
457	0.4450570695
458	0.4450230227
459	0.4449935418
460	0.4449763653
461	0.4449490838
462	0.4449125742
463	0.4448778273
464	0.4448400989
465	0.444799027
466	0.4447750981
467	0.4447579078
468	0.4447374496
469	0.4447188858
470	0.4447065267
471	0.4446855129
472	0.4446640822
473	0.4446404429
474	0.4446049365
475	0.4445737913
476	0.4445454354
477	0.4445132815
478	0.4444906225
479	0.4444670723
480	0.4444461506
481	0.4444217282
482	0.4444024054
483	0.4443819691
484	0.4443566151
485	0.4443306488
486	0.4443017788
487	0.4442736771
488	0.444239259
489	0.4442156346
490	0.4442065722
491	0.444189839
492	0.4441614271
493	0.4441429077
494	0.4441257095
495	0.4440942964
496	0.4440585244
497	0.4440332611
498	0.444013497
499	0.4439895902
500	0.4439541096
501	0.4439294165
502	0.4439017231
503	0.4438765533
504	0.4438429006
505	0.4438226911
506	0.4437927853
507	0.443766343
508	0.443739148
509	0.4437058465
510	0.4436759374
511	0.4436533655
512	0.4436255692
513	0.443607512
514	0.4435880416
515	0.4435639349
516	0.4435472861
517	0.4435278704
518	0.4435030387
519	0.4434730118
520	0.4434363091
521	0.4434223315
522	0.4434046262
523	0.4433865309
524	0.4433663214
525	0.4433392022
526	0.443320912
527	0.4432863089
528	0.4432648742
529	0.4432497439
530	0.443225864
531	0.4431977137
532	0.4431756332
533	0.4431533261
534	0.4431279546
535	0.4431006797
536	0.4430849355
537	0.4430576465
538	0.4430356481
539	0.4430062992
540	0.4429797187
541	0.4429576052
542	0.442947792
543	0.4429323858
544	0.4429114749
545	0.4428852797
546	0.4428502311
547	0.4428288557
548	0.4427918848
549	0.4427629714
550	0.4427387154
551	0.4427196873
552	0.4426998966
553	0.4426640907
554	0.4426362955
555	0.442611223
556	0.4425924436
557	0.4425679847
558	0.4425481738
559	0.4425321705
560	0.4425108834
561	0.4424951817
562	0.4424771828
563	0.4424503929
564	0.4424276664
565	0.4423973009
566	0.4423790176
567	0.4423517177
568	0.4423306923
569	0.4423078736
570	0.4422962044
571	0.4422793581
572	0.4422623886
573	0.4422266343
574	0.4422047494
575	0.4421807007
576	0.4421656219
577	0.4421404616
578	0.4421192152
579	0.4420953305
580	0.4420814247
581	0.442057472
582	0.4420186652
583	0.4419972022
584	0.4419709831
585	0.4419535817
586	0.4419333871
587	0.4419070978
588	0.44189304
589	0.4418721281
590	0.4418500105
591	0.4418265861
592	0.4418009387
593	0.4417747314
594	0.4417481939
595	0.441730717
596	0.4417055527
597	0.4416775605
598	0.4416630509
599	0.4416383451
600	0.441611465
601	0.4415898859
602	0.4415747874
603	0.4415534316
604	0.4415385728
605	0.4415198656
606	0.4414995103
607	0.4414785113
608	0.4414434523
609	0.4414335919
610	0.441401421
611	0.4413816903
612	0.4413665067
613	0.4413461044
614	0.4413192531
615	0.4413022552
616	0.4412858521
617	0.4412654971
618	0.4412363688
619	0.4412091875
620	0.4411759428
621	0.4411531014
622	0.4411267534
623	0.4410908562
624	0.4410543427
625	0.4410353422
626	0.4410066846
627	0.4409925234
628	0.4409747116
629	0.4409500739
630	0.4409175135
631	0.4408906889
632	0.4408782311
633	0.4408601372
634	0.4408357472
635	0.4408058993
636	0.440787266
637	0.4407671777
638	0.4407454197
639	0.4407215683
640	0.4406964557
641	0.4406722347
642	0.4406496607
643	0.4406324869
644	0.4406210726
645	0.4405862804
646	0.4405760713
647	0.4405512834
648	0.4405214102
649	0.4404876783
650	0.4404667957
651	0.4404320219
652	0.440409452
653	0.4403920878
654	0.4403685345
655	0.4403394362
656	0.4403089345
657	0.44028473
658	0.4402570875
659	0.44023942
660	0.4402134574
661	0.4401932609
662	0.4401755606
663	0.4401486664
664	0.4401334149
665	0.4401114296
666	0.4400993173
667	0.4400802007
668	0.4400355385
669	0.4400092717
670	0.4399936982
671	0.4399722834
672	0.4399428018
673	0.43992775
674	0.4399170833
675	0.439898322
676	0.4398771876
677	0.4398567552
678	0.4398294115
679	0.4398051576
680	0.4397882289
681	0.4397684946
682	0.439741485
683	0.4397208468
684	0.4396909748
685	0.4396730982
686	0.4396479101
687	0.4396284082
688	0.4396079494
689	0.4395849893
690	0.4395732943
691	0.4395541595
692	0.439531179
693	0.4395171889
694	0.4394876826
695	0.4394615595
696	0.4394431552
697	0.4394272934
698	0.4394172099
699	0.439391693
700	0.4393740233
701	0.4393533169
702	0.4393344582
703	0.4393026932
704	0.4392869269
705	0.4392559091
706	0.4392384941
707	0.4392186742
708	0.4391964534
709	0.4391735847
710	0.4391469002
711	0.439122695
712	0.4390934878
713	0.4390816796
714	0.4390591821
715	0.4390471313
716	0.4390325801
717	0.4390150784
718	0.4389865641
719	0.438962095
720	0.4389348222
721	0.4388946054
722	0.4388754824
723	0.4388593455
724	0.4388340341
725	0.4388125002
726	0.4387896993
727	0.438771225
728	0.4387423467
729	0.438727235
730	0.4386965679
731	0.4386603328
732	0.4386222282
733	0.4385906424
734	0.4385664898
735	0.4385189772
736	0.4384895709
737	0.4384751693
738	0.438463613
739	0.4384366943
740	0.4384044985
741	0.4383853565
742	0.4383706809
743	0.4383436705
744	0.4383180159
745	0.4382913039
746	0.438271806
747	0.4382475353
748	0.4382235366
749	0.4382008843
750	0.4381819141
751	0.4381660386
752	0.4381489502
753	0.4381147092
754	0.4380841392
755	0.4380690655
756	0.4380376853
757	0.4380150715
758	0.4379954152
759	0.4379710783
760	0.4379489577
761	0.4379366827
762	0.437913037
763	0.4378870703
764	0.437861835
765	0.4378530147
766	0.437839688
767	0.4378255843
768	0.4377939774
769	0.4377820881
770	0.4377709265
771	0.4377456667
772	0.4377192316
773	0.4376956905
774	0.4376801193
775	0.4376517193
776	0.43763125
777	0.4375965407
778	0.4375749194
779	0.4375512226
780	0.4375249482
781	0.4374981292
782	0.4374755497
783	0.4374529638
784	0.4374335466
785	0.437400528
786	0.4373823845
787	0.437355889
788	0.4373365306
789	0.4373085215
790	0.4372830621
791	0.4372460757
792	0.4372095929
793	0.4371872095
794	0.4371699416
795	0.4371348818
796	0.4371096045
797	0.4370901152
798	0.4370618454
799	0.4370431023
800	0.4370108508
801	0.4369815574
802	0.4369568576
803	0.4369298059
804	0.4369045147
805	0.4368858824
806	0.436861205
807	0.4368358678
808	0.4368127517
809	0.436792486
810	0.4367746402
811	0.4367525591
812	0.4367349046
813	0.4367084272
814	0.4366640323
815	0.4366423229
816	0.4366168478
817	0.4365848535
818	0.4365560594
819	0.4365297057
820	0.4365140443
821	0.436490869
822	0.4364765566
823	0.4364552605
824	0.4364360401
825	0.436408481
826	0.4363923771
827	0.4363795717
828	0.4363540378
829	0.4363400264
830	0.43631394
831	0.4362955179
832	0.4362719884
833	0.4362537732
834	0.436238137
835	0.4362097727
836	0.4361843003
837	0.4361557212
838	0.4361340651
839	0.4361038397
840	0.436084428
841	0.4360743341
842	0.4360523871
843	0.4360333274
844	0.4360082324
845	0.4359856274
846	0.4359660352
847	0.4359562994
848	0.4359405966
849	0.4359254538
850	0.4359139618
851	0.435896779
852	0.4358773335
853	0.4358589907
854	0.4358475323
855	0.4358291488
856	0.4358103578
857	0.4357874877
858	0.4357673011
859	0.4357458246
860	0.435727684
861	0.4357068484
862	0.4356858548
863	0.4356631038
864	0.4356373329
865	0.4356127941
866	0.4355940002
867	0.4355852879
868	0.4355683512
869	0.4355457495
870	0.4355264598
871	0.435503802
872	0.4354806659
873	0.4354662376
874	0.4354486749
875	0.4354297679
876	0.4354103833
877	0.4353861609
878	0.4353716055
879	0.4353410963
880	0.4353035022
881	0.435286316
882	0.4352675712
883	0.4352490533
884	0.4352213315
885	0.435203128
886	0.4351774026
887	0.4351527865
888	0.4351390837
889	0.4351213226
890	0.4351003307
891	0.4350845784
892	0.4350629858
893	0.4350532462
894	0.435030081
895	0.4350133392
896	0.4349926775
897	0.4349695193
898	0.434952333
899	0.4349398845
900	0.4349184371
901	0.4349049932
902	0.4348838062
903	0.4348667088
904	0.4348299654
905	0.4348137184
906	0.4347935331
907	0.4347714082
908	0.4347391753
909	0.4347141169
910	0.4346864165
911	0.4346667755
912	0.4346466279
913	0.4346153133
914	0.434594442
915	0.4345784225
916	0.4345525283
917	0.4345302653
918	0.4344986214
919	0.43448022
920	0.4344444922
921	0.4344211792
922	0.4343994822
923	0.4343729533
924	0.4343585159
925	0.4343309392
926	0.4343150412
927	0.4343022551
928	0.4342850556
929	0.4342666814
930	0.4342495133
931	0.4342365698
932	0.4342096248
933	0.4341986397
934	0.4341798349
935	0.4341566075
936	0.4341429291
937	0.4341257321
938	0.4341074449
939	0.434084197
940	0.4340665102
941	0.4340595572
942	0.4340367638
943	0.4340033161
944	0.4339804301
945	0.4339680849
946	0.4339473842
947	0.4339194058
948	0.4338976171
949	0.4338765406
950	0.4338581402
951	0.4338433925
952	0.4338245909
953	0.4337983071
954	0.4337750568
955	0.4337533127
956	0.4337314253
957	0.4337045321
958	0.433681876
959	0.4336600028
960	0.4336467975
961	0.4336314107
962	0.4336116612
963	0.4335993524
964	0.4335826528
965	0.4335600678
966	0.4335404622
967	0.4335010018
968	0.4334743373
969	0.4334571965
970	0.4334366848
971	0.4334139732
972	0.4333985494
973	0.4333834987
974	0.4333686601
975	0.4333535594
976	0.4333419546
977	0.4333133347
978	0.433292712
979	0.4332661205
980	0.4332394282
981	0.4332249997
982	0.4332026443
983	0.4331876344
984	0.4331663372
985	0.4331439332
986	0.433126241
987	0.433099155
988	0.4330688438
989	0.4330506704
990	0.4330229085
991	0.4330141753
992	0.4329988975
993	0.4329695905
994	0.4329350683
995	0.4329196396
996	0.4329022664
997	0.4328838668
998	0.4328588956
999	0.4328327138
