iter	Passed	Remaining
498	23955	24051
499	23992	23992
500	24030	23934
501	24066	23874
502	24104	23816
503	24141	23758
504	24180	23701
505	24216	23642
506	24252	23582
507	24290	23525
508	24328	23467
509	24366	23411
510	24401	23351
511	24438	23292
512	24550	23306
513	24604	23264
514	24645	23209
515	24682	23151
516	24723	23098
517	24761	23040
518	24802	22986
519	24834	22923
520	24880	22874
521	24917	22816
522	24954	22759
523	24994	22705
524	25030	22646
525	25065	22587
526	25103	22531
527	25225	22550
528	25277	22505
529	25312	22446
530	25349	22389
531	25388	22334
532	25425	22277
533	25461	22219
534	25498	22162
535	25537	22107
536	25574	22050
537	25609	21991
538	25647	21936
539	25687	21881
540	25727	21828
541	25772	21778
542	25820	21731
543	25853	21671
544	25890	21614
545	25926	21557
546	25963	21501
547	26000	21445
548	26048	21399
549	26086	21343
550	26120	21284
551	26157	21229
552	26197	21175
553	26232	21118
554	26269	21063
555	26306	21007
556	26344	20952
557	26380	20896
558	26418	20841
559	26453	20784
560	26490	20730
561	26525	20672
562	26571	20624
563	26608	20569
564	26647	20515
565	26683	20460
566	26722	20407
567	26756	20350
568	26798	20298
569	26841	20248
570	26884	20198
571	26924	20146
572	26969	20097
573	27013	20048
574	27058	20000
575	27105	19952
576	27148	19902
577	27195	19855
578	27238	19805
579	27284	19758
580	27327	19707
581	27388	19670
582	27435	19623
583	27476	19572
584	27515	19519
585	27550	19463
586	27590	19412
587	27629	19359
588	27666	19305
589	27699	19248
590	27736	19194
591	27772	19140
592	27809	19087
593	27847	19033
594	27883	18979
595	27923	18927
596	27974	18883
597	28013	18831
598	28052	18779
599	28088	18725
600	28126	18673
601	28166	18621
602	28202	18567
603	28237	18513
604	28273	18459
605	28310	18406
606	28349	18354
607	28400	18310
608	28437	18257
609	28479	18208
610	28517	18156
611	28565	18110
612	28614	18064
613	28669	18023
614	28715	17976
615	28753	17924
616	28792	17872
617	28828	17819
618	28864	17766
619	28905	17715
620	28947	17666
621	28983	17613
622	29022	17562
623	29063	17512
624	29100	17460
625	29138	17408
626	29178	17358
